Question,Document,Label
"what product 's main ingredient is sodium Azide ?	Sodium azide is the inorganic compound with the formula NaN3 .	0",,
"what product 's main ingredient is sodium Azide ?	This colorless salt is the gas-forming component in many car airbag systems .	0",,
"what product 's main ingredient is sodium Azide ?	It is used for the preparation of other azide compounds .	0",,
"what are the colors of a rainbow	Double rainbow and supernumerary rainbows on the inside of the primary arc .	0",,
"what are the colors of a rainbow	The shadow of the photographer 's head on the bottom marks the centre of the rainbow circle ( antisolar point ) .	0",,
"what are the colors of a rainbow	It takes the form of a multicoloured arc .	0",,
"what are the colors of a rainbow	Rainbows caused by sunlight always appear in the section of sky directly opposite the sun .	0",,
"what are the colors of a rainbow	This second rainbow is caused by light reflecting twice inside water droplets .	0",,
"when did the UK Labour Government replace the Conservative Government ?	Thatcher 's tenure led to wide-ranging economic liberalisation and saw the Conservatives become the most eurosceptic of the three major parties .	0",,
"when did the UK Labour Government replace the Conservative Government ?	They are the third-largest party in the Scottish Parliament and second-largest in the Welsh Assembly .	0",,
"what the names of destiny 's child	Destiny 's Child has sold more than 50 million records worldwide to date .	0",,
"who founded the cdc	The CDC is the United States ' national public health institute and is a founding member of the International Association of National Public Health Institutes .	0",,
"who all has debby ryan	Ryan is best known for starring as Bailey Pickett in the Disney Channel Original Series The Suite Life on Deck .	0",,
"who all has debby ryan	Ryan started acting in professional theatres at the age of seven ; in 2007 she appeared in the Barney & Friends straight-to-DVD film Barney : Let 's Go to the Firehouse and then was discovered in a nationwide search by Disney .	0",,
"who all has debby ryan	She is also known for appearing in the 2008 feature film The Longshots as Edith .	0",,
"who all has debby ryan	16 Wishes introduced Ryan to new audiences ; the movie received high viewership in the adults demographic ( 18-34 ) .	0",,
"who created the tourbillon movement ?	St√ºhrling Tourbillon Movement ( ) .	0",,
"who created the tourbillon movement ?	The mechanism is usually exposed on the watch 's face to show it off .	0",,
"what is an .msi file	New features include a GUI framework and automatic generation of the uninstallation sequence .	0",,
"what is an .msi file	Windows Installer is positioned as an alternative to stand-alone executable installer frameworks such as older versions of InstallShield and NSIS .	0",,
"what is an .msi file	Important features such as rollback and versioning depend on a consistent internal database for reliable operation .	0",,
"what is a Four Lokos	Phusion operates as Drink Four Brewing Company .	0",,
"what is a fret on a guitar	A fret is a raised element on the neck of a stringed instrument .	1",,
"what is a fret on a guitar	Frets usually extend across the full width of the neck .	0",,
"what is a fret on a guitar	Frets divide the neck into fixed segments at intervals related to a musical framework .	0",,
"what is a fret on a guitar	Fretting often refers to the frets and/or their system of placement .	0",,
"where did people go and drink during the prohibition	There was consumption of alcohol both during and after prohibition .	0",,
"where did people go and drink during the prohibition	We will turn our prisons into factories and our jails into storehouses and corncribs . ''	0",,
"where did people go and drink during the prohibition	( Compare Christianity and alcohol . )	0",,
"where did people go and drink during the prohibition	The nation was highly optimistic and the leading prohibitionist in the United States Congress confidently asserted that `` There is as much chance of repealing the Eighteenth Amendment as there is for a hummingbird to fly to the planet Mars with the Washington Monument tied to its tail.‚Ä?0",,
"what are geologists currently researching	Geologists explaining the importance of volcanic ash layers to students on field in Iceland	0",,
"what are geologists currently researching	A geologist is a scientist who studies the solid and liquid matter that constitutes the Earth as well as the processes and history that has shaped it .	0",,
"what are geologists currently researching	Geologists usually engage in studying geology .	0",,
"when did the us stop producing vacuum tubes	The container is often thin transparent glass in a roughly cylindrical shape .	0",,
"when did the us stop producing vacuum tubes	A voltage applied to the grid controls the current flowing from the filament to the plate .	0",,
"when did the us stop producing vacuum tubes	Some exceptions to this are dealt with in the section about gas-filled tubes below .	0",,
"when did the us stop producing vacuum tubes	Tubes are still produced for such applications .	0",,
"when did the us stop producing vacuum tubes	Tubes are less likely than semiconductor devices to be destroyed by the electromagnetic pulse produced by nuclear explosions and geomagnetic storms produced by giant solar flares .	0",,
"what year were skittles made	They have hard sugar shells which carry the letter S .	0",,
"where did winston churchill go to school	Churchill was born into an aristocratic family as the grandson of the 7th Duke of Marlborough .	0",,
"where did winston churchill go to school	He gained fame as a war correspondent and wrote books about his campaigns .	0",,
"where did winston churchill go to school	He then briefly resumed active army service on the Western Front as commander of the 6th Battalion of the Royal Scots Fusiliers .	0",,
"where did winston churchill go to school	Also controversial was his opposition to increased home rule for India and his resistance to the 1936 abdication of Edward VIII .	0",,
"where did winston churchill go to school	He led Britain as Prime Minister until victory over Nazi Germany had been secured .	0",,
"where can i buy ruby gloom dvd	Ruby Gloom is an animated television show based on an apparel franchise .	0",,
"what model years did the ford focus zx3 have the zetec engine	The Ford Focus is a compact car ( C-segment in Europe ) manufactured by the Ford Motor Company since 1998 .	0",,
"what model years did the ford focus zx3 have the zetec engine	Ford began sales of the Focus to Europe in July 1998 and in North America during 1999 for the 2000 model year .	0",,
"what model years did the ford focus zx3 have the zetec engine	The Focus has been considered one of the 50 greatest cars of the past fifty years by British magazine CAR .	0",,
"what organisms can not grow on a glucose salt medium	An agar plate -- an example of a bacterial growth medium .	0",,
"what organisms can not grow on a glucose salt medium	There are different types of media for growing different types of cells .	0",,
"what organisms can not grow on a glucose salt medium	The most common growth media for microorganisms are nutrient broths and agar plates ; specialized media are sometimes required for microorganism and cell culture growth .	0",,
"what is an agents job role in film	Agents can not produce their own shows due to conflict of interest .	0",,
"what is an agents job role in film	A talent agent must be familiar with their clients .	0",,
"what is an agents job role in film	An agent has to know what kind of work the client can and can not do in order to match them with various jobs .	0",,
"what is an agents job role in film	The agent is paid a percentage of the star 's earnings ( typically 10 % ) .	0",,
"what is an agents job role in film	Agents sometimes will be referred to as `` 10 percenters . ''	0",,
"what is an agents job role in film	There are different regulations that govern different types of agents that are established by artist 's unions and the legal jurisdiction in which the agent operates .	0",,
"what is an agents job role in film	There are also professional organizations that license talent agencies .	0",,
"what is an agents job role in film	Actors and actresses were working for the studios but were not owned by one major studio entity and so were able to work on within their time and with other studios .	0",,
"what is a melon baller used for	A melon baller	0",,
"what is a melon baller used for	Melon balls are balls of melon made using a melon baller that varies from around 1 centimeter to 3 centimeters ( about 3/8 inch to 1 inch ) .	0",,
"what is a melon baller used for	They are generally used in fruit salad .	0",,
"what are Knowledge Skills Abilities	KSAs are brief and focused essays about one 's career and educational background that presumably qualify one to perform the duties of the position being applied for .	0",,
"what are Knowledge Skills Abilities	A series of KSA statements are usually required when applying for most federal government and some state and city government jobs .	0",,
"what are Knowledge Skills Abilities	KSAs are used as a yardstick to assess the capabilities of a prospective applicant in terms of likely ability to perform the duties of the job .	0",,
"what are Knowledge Skills Abilities	KSA statements are also known as Evaluation Factors .	0",,
"what are Knowledge Skills Abilities	The name can be just a name but often it influences content and length of the essay .	0",,
"what are Knowledge Skills Abilities	Every agency has its own regulations but most of the time the each KSA factor should be 1/2 to 11‚Å? pages long .	0",,
"what are Knowledge Skills Abilities	The below definitions are defined by the U.S. Office of Personnel Management :	0",,
"what are Knowledge Skills Abilities	Knowledge - Is a body of information applied directly to the performance of a function .	0",,
"what are Knowledge Skills Abilities	Skill - Is an observable competence to perform a learned psychomotor act .	0",,
"what are Knowledge Skills Abilities	Ability - Is competence to perform an observable behavior or a behavior that results in an observable product .	0",,
"what are Knowledge Skills Abilities	The scoring of KSA essays is based on a scale of from one to 100 .	0",,
"what are Knowledge Skills Abilities	Job applicants must score above 70 to be considered for the position .	0",,
"what are the elements in whole grain oats	right	0",,
"what are the elements in whole grain oats	Common whole grains include:	0",,
"what are the elements in whole grain oats	Wheat	0",,
"what are the elements in whole grain oats	Oat	0",,
"what are the elements in whole grain oats	Barley - Hulled and Dehulled ( not Pearl )	0",,
"what are the elements in whole grain oats	Maize	0",,
"what are the elements in whole grain oats	Brown rice	0",,
"what are the elements in whole grain oats	Farro	0",,
"what are the elements in whole grain oats	Spelt	0",,
"what are the elements in whole grain oats	Emmer	0",,
"what are the elements in whole grain oats	Einkorn	0",,
"what are the elements in whole grain oats	Kamut	0",,
"what are the elements in whole grain oats	Rye	0",,
"what are the elements in whole grain oats	Millet	0",,
"what are the elements in whole grain oats	Quinoa	0",,
"what are the elements in whole grain oats	Amaranth	0",,
"what are the elements in whole grain oats	Triticale	0",,
"what are the elements in whole grain oats	Teff	0",,
"what are the elements in whole grain oats	Sprouted Grains	0",,
"what are the elements in whole grain oats	Buckwheat	0",,
"what are the elements in whole grain oats	Common whole grain products include:	0",,
"what are the elements in whole grain oats	Whole wheat flour	0",,
"what are the elements in whole grain oats	Whole wheat Bread	0",,
"what are the elements in whole grain oats	Whole wheat Pasta	0",,
"what are the elements in whole grain oats	Rolled oats or oat groats	0",,
"what are the elements in whole grain oats	Triticale flour	0",,
"what are the elements in whole grain oats	Popcorn	0",,
"what are the elements in whole grain oats	Teff flour	0",,
"what are the elements in whole grain oats	Common refined non-whole grain products include:	0",,
"when album love always released	It was recorded at various studios in New York and the Los Angeles area in 1996 and 1997 .	0",,
"when album love always released	The duo were originally a part of Jodeci before this album .	0",,
"when album love always released	The album peaked at sixth on the US Billboard 200 and also appeared on international charts .	0",,
"when album love always released	The album has been certified three times platinum by the Recording Industry Association of America ( RIAA ) and gold by Music Canada and IFPI Sweden .	0",,
"when album love always released	As of June 1999 it had sold 2.9 million copies in the United States .	0",,
"what is 5 1 arm mortgage	The loan may be offered at the lender 's standard variable rate/ base rate .	0",,
"what is 5 1 arm mortgage	Adjustable rates transfer part of the interest rate risk from the lender to the borrower .	0",,
"what is 5 1 arm mortgage	They can be used where unpredictable interest rates make fixed rate loans difficult to obtain .	0",,
"what is 5 1 arm mortgage	The borrower benefits if the interest rate falls but loses if the interest rate increases .	0",,
"what is 5 1 arm mortgage	The borrower benefits from reduced margins to the underlying cost of borrowing compared to fixed or capped rate mortgages .	0",,
"who killed robert kennedy	Sirhan 's lawyers have released statements claiming evidence that he was framed .	0",,
"who killed robert kennedy	Kennedy 's body lay in repose at St. Patrick 's Cathedral in New York for two days before a funeral mass was held on June 8 .	0",,
"who killed robert kennedy	His body was interred near his brother John at Arlington National Cemetery .	0",,
"who killed robert kennedy	His death prompted the protection of presidential candidates by the United States Secret Service .	0",,
"who killed robert kennedy	As of 2013 Kennedy remains one of only two sitting United States Senators to be assassinated ( the other being Huey Long ) .	0",,
"what time was the modern age from\	The Modern Age of Comic Books is an informal name for the period in the history of mainstream American comic books generally considered to last from the mid-1980s until present day .	0",,
"when Harry met Sally case	When Harry Met Sally ... is a 1989 American romantic comedy film written by Nora Ephron and directed by Rob Reiner .	0",,
"when Harry met Sally case	It stars Billy Crystal as Harry and Meg Ryan as Sally .	0",,
"when Harry met Sally case	The origins of the film came from Reiner 's return to single life after a divorce .	0",,
"when Harry met Sally case	An interview Ephron conducted with Reiner provided the basis for Harry .	0",,
"when Harry met Sally case	Sally was based on Ephron and some of her friends .	0",,
"when Harry met Sally case	Ephron supplied the structure of the film with much of the dialogue based on the real-life friendship between Reiner and Crystal .	0",,
"when Harry met Sally case	Connick won his first Grammy Award for Best Jazz Male Vocal Performance .	0",,
"when Harry met Sally case	When Harry Met Sally ... grossed a total of US $ 92 .8 million in North America .	0",,
"when Harry met Sally case	The film is ranked 23rd on AFI 's 100 Years ... 100 Laughs list of the top comedy films in American cinema and number 60 on Bravo 's `` 100 Funniest Movies '' .	0",,
"who owns hamburger helper	200px	0",,
"who owns hamburger helper	Hamburger Helper is a line of packaged food products primarily consisting of boxed pasta bundled with a packet or packets of powdered sauce or seasonings .	0",,
"who owns hamburger helper	The product line also features products with other starches such as rice or potatoes instead of pasta .	0",,
"who owns hamburger helper	It is made by General Mills .	1",,
"what makes a dwarf planet	Ceres as seen with the Hubble Space Telescope .	0",,
"what makes a dwarf planet	It is the only dwarf planet in the asteroid belt .	0",,
"what makes a dwarf planet	Pluto in approximate true colour based on Hubble Space Telescope albedo data	0",,
"what makes a dwarf planet	Makemake ( artist 's conception )	0",,
"what makes a dwarf planet	Eris and its moon Dysnomia as seen with the Hubble Space Telescope	0",,
"what makes a dwarf planet	A dwarf planet is a planetary-mass object that is neither a planet nor a satellite .	1",,
"what makes a dwarf planet	Dwarf planets come in between .	0",,
"what makes a dwarf planet	Eris has been accepted as a dwarf planet because it is more massive than Pluto .	0",,
"what makes a dwarf planet	The IAU subsequently decided that unnamed trans-Neptunian objects with an absolute magnitude brighter than +1 ( and hence a diameter of ‚â?38 km assuming a geometric albedo of ‚â? ) are to be named under the assumption that they are dwarf planets .	0",,
"what makes a dwarf planet	It is suspected that another hundred or so known objects in the Solar System are dwarf planets .	0",,
"what makes a dwarf planet	The classification of bodies in other planetary systems with the characteristics of dwarf planets has not been addressed .	0",,
"what are debit cards made of	A debit card ( also known as a bank card or check card ) is a plastic payment card that provides the cardholder electronic access to his or her bank account ( s ) at a financial institution .	0",,
"when did jack lalanne die	He described himself as being a `` sugarholic '' and a `` junk food junkie '' until he was 15 .	0",,
"when did jack lalanne die	He published numerous books on fitness and hosted a fitness television show between 1953 and 1985 .	0",,
"when did jack lalanne die	Steve Reeves credited LaLanne as his inspiration to build his muscular physique while keeping a slim waist .	0",,
"when did jack lalanne die	He was inducted to the California Hall of Fame and has a star on the Hollywood Walk of Fame .	0",,
"what rank is the highest in the air force	Air forces of most of the countries use system similar to Armies .	0",,
"where does Penelope Cruz come from ?	Cruz achieved recognition for her lead roles in the 2001 films Vanilla Sky and Blow .	0",,
"where does Penelope Cruz come from ?	She has received critical acclaim for her roles in Volver ( 2006 ) and Nine ( 2009 ) receiving Golden Globe and Academy Award nominations for each .	0",,
"where does Penelope Cruz come from ?	She won the Academy Award for Best Supporting Actress in 2008 for Vicky Cristina Barcelona .	0",,
"where does Penelope Cruz come from ?	She was the first Spanish actress in history to receive an Academy Award and the first Spanish actress to receive a star at the Hollywood Walk of Fame .	0",,
"where does Penelope Cruz come from ?	Pen√©lope and her younger sister M√≥nica Cruz have designed items for Mango .	0",,
"where does Penelope Cruz come from ?	She has donated both her time and money to charities .	0",,
"where does Penelope Cruz come from ?	A wax sculpture of Cruz will be placed in a premier spot in the Grevin Wax Museum in Paris .	0",,
"what is `` my computer '' called for windows 7	It provides a graphical user interface for accessing the file systems .	0",,
"what is `` my computer '' called for windows 7	It is also the component of the operating system that presents many user interface items on the monitor such as the taskbar and desktop .	0",,
"who made the original care bears	The Care Bears are characters created by American Greetings in 1981 for use on greeting cards .	1",,
"who made the original care bears	The original artwork for the cards was painted by artist Elena Kucharik .	0",,
"who made the original care bears	The Care Bears appeared in their own TV specials called The Care Bears in the Land Without Feelings ( 1983 ) and The Care Bears Battle the Freeze Machine ( 1984 ) .	0",,
"who made the original care bears	Each Care Bear comes in a different color and has a specialized insignia on its belly that represents its duty and personality .	0",,
"who made the original care bears	This insignia was known as their `` tummy symbol . ''	0",,
"who made the original care bears	The premiere of the series utilizes `` 30 years of caring '' .	0",,
"what states does interstate 70 travel through	It was the first Interstate Highway project in the United States .	0",,
"what states does interstate 70 travel through	I-70 approximately traces the path of U.S. Route 40 ( and also the old National Road ) east of the Rocky Mountains .	0",,
"what states does interstate 70 travel through	The Eisenhower Tunnel is the highest point along the Interstate Highway system with an elevation of .	0",,
"what states does interstate 70 travel through	The sections of the interstate in Missouri and Kansas have laid claim to be the first interstate in the United States .	0",,
"when do solar eclipses happen ?	Photo of 1999 total eclipse	0",,
"when do solar eclipses happen ?	In partial and annular eclipses only part of the Sun is obscured .	0",,
"when do solar eclipses happen ?	Earth 's orbit is called the ecliptic plane as the Moon 's orbit must cross this plane in order for an eclipse ( both solar as well as lunar ) to occur .	0",,
"when do solar eclipses happen ?	An eclipse is a natural phenomenon .	0",,
"when do solar eclipses happen ?	People referred to as eclipse chasers or umbraphiles will travel to remote locations to observe or witness predicted central solar eclipses .	0",,
"what are the three dominant political parties in America ?	Parties participate in electoral campaigns and educational outreach or protest actions .	0",,
"where has gil byrd coached ?	He was a two time Pro Bowl cornerback in 1991 and 1992 for the San Diego Chargers after graduating from San Jose State University .	0",,
"where has gil byrd coached ?	Byrd was inducted into the Chargers Hall of Fame in 1998 .	0",,
"what latitude is tropic of cancer	World map showing the Tropic of Cancer	0",,
"what latitude is tropic of cancer	It currently ( Year 2013 ) lies at 23¬∞ 26‚Ä?15.143‚Ä≤‚Ä?north of the Equator .	1",,
"what latitude is tropic of cancer	The positions of these circles of latitude ( other than the Equator ) are dictated by the tilt of the Earth 's axis of rotation relative to the plane of its orbit .	0",,
"what video format will play in a DVD player	Commercial DVD movies are encoded using a combination of H.262/MPEG-2 Part 2 compressed video and audio of varying formats ( often multi-channel formats as described below ) .	0",,
"what video format will play in a DVD player	It was first available for retail around 1997 .	0",,
"what video format will play in a DVD player	Certain information in the DVD Book is proprietary and confidential .	0",,
"what part of the government governs the US post office ?	It is one of the few government agencies explicitly authorized by the United States Constitution .	0",,
"what part of the government governs the US post office ?	The cabinet-level Post Office Department was created in 1792 from Franklin 's operation and transformed into its current form in 1971 under the Postal Reorganization Act .	0",,
"what part of the government governs the US post office ?	The USPS is the operator of the largest vehicle fleet in the world .	0",,
"what part of the government governs the US post office ?	The USPS has not directly received taxpayer-dollars since the early 1980s with the minor exception of subsidies for costs associated with the disabled and overseas voters .	0",,
"what state is the capital in	Eight other cities have served as the meeting place for Congress and are therefore considered to have once been the capital of the United States .	0",,
"what are square diamonds called ?	Princess cut diamond set in a ring	0",,
"what are square diamonds called ?	The face-up shape of the princess cut is square or rectangular and the profile or side-on shape is similar to that of an inverted pyramid with four beveled sides .	1",,
"what are square diamonds called ?	A princess cut with the same width as the diameter of a round brilliant will weigh more as it has four corners which would otherwise have been cut off and rounded to form a round brilliant .	0",,
"what are square diamonds called ?	The princess cut is sometimes referred to as a square modified brilliant .	0",,
"what are square diamonds called ?	The ability to retain more crystal weight makes this shape popular amongst diamond cutters .	0",,
"what are square diamonds called ?	Accredited Gem Appraisers ( AGA ) and American Gem Society Laboratory ( AGSL ) and European Gem Laboratories-USA ( EGL-USA ) are currently the only labs that grade the Princess cut for cut .	0",,
"what are square diamonds called ?	There is no universal definition of what measurements make an ideal princess cut diamond and many diamond manufacturers market ideal diamonds with differing facet patterns and angles as `` ideal cut '' .	0",,
"what are square diamonds called ?	Three years of optical research yielded a square stone with faceting similar to that of a round brilliant cut diamond .	0",,
"what are square diamonds called ?	A Comparison	0",,
"what are square diamonds called ?	The number of chevrons can affect the overall outlook of a princess cut diamond .	0",,
"what are square diamonds called ?	This can usually be determined by the wire diagram that is plotted in diamond grading reports .	0",,
"what is a dogs classification	The term `` domestic dog '' is generally used for both domesticated and feral varieties .	0",,
"what is a dogs classification	Dogs ' value to early human hunter-gatherers led to them quickly becoming ubiquitous across world cultures .	0",,
"what is a dogs classification	This impact on human society has given them the nickname `` Man 's Best Friend '' in the Western world .	0",,
"what is a dogs classification	It is common for most breeds to shed this coat .	0",,
"what types of microscopes do not require a vacuum	Diagram of a transmission electron microscope	0",,
"what types of microscopes do not require a vacuum	An electron microscope ( EM ) is a type of microscope that uses an electron beam to illuminate a specimen and produce a magnified image .	0",,
"what types of microscopes do not require a vacuum	The electron microscope uses electrostatic and electromagnetic lenses to control the electron beam and focus it to form an image .	0",,
"what types of microscopes do not require a vacuum	These electron optical lenses are analogous to the glass lenses of a light optical microscope .	0",,
"what is a good leg press	The leg press is a weight training exercise in which the individual pushes a weight or resistance away from them using their legs .	0",,
"what is a good leg press	The term leg press also refers to the apparatus used to perform this exercise .	0",,
"what is a good leg press	The leg press can be used to evaluate an athlete 's overall lower body strength ( from knee joint to hip ) .	0",,
"what is a good leg press	Using the diagonal sled-type leg press machine .	0",,
"what is a good leg press	There are two main types of leg press:	0",,
"what is a good leg press	The diagonal or vertical 'sled ' type leg press .	0",,
"what is a good leg press	The user sits below the sled and pushes it upward with their feet .	0",,
"what is a good leg press	These machines normally include adjustable safety brackets that prevent the user from being trapped under the weight .	0",,
"what is a good leg press	The user sits upright and pushes forward with their feet onto a plate that is attached to the weight stack by means of a long steel cable .	0",,
"what nationality is wendy williams	Williams has gained notoriety for her on-air spats with celebrities .	0",,
"what nationality is wendy williams	She was the subject of the 2006 VH1 reality TV series called The Wendy Williams Experience which broadcast events surrounding her radio show .	0",,
"who said give me liberty or give me death	Patrick Henry `` Treason '' speech before the House of Burgesses in an 1851 painting by Peter F. Rothermel	1",,
"who said give me liberty or give me death	Among the delegates to the convention were future US Presidents Thomas Jefferson and George Washington .	0",,
"what president was theodore roosevelt	Theodore `` T.R . ''	0",,
"what president was theodore roosevelt	He was a leader of the Republican Party and founder of the first incarnation of the short-lived Progressive ( `` Bull Moose '' ) Party of 1912 .	0",,
"what president was theodore roosevelt	Roosevelt was also the first of only three sitting presidents to have won the Nobel Peace Prize .	0",,
"what president was theodore roosevelt	He later gained fame by taking vigorous charge of the city police .	0",,
"what president was theodore roosevelt	He promptly resigned and formed the Rough Riders ‚Ä?a volunteer cavalry regiment that fought in Cuba .	0",,
"what president was theodore roosevelt	The war hero was elected governor in 1898 and in 1900 was nominated for vice president .	0",,
"what is 2nd or 3rd cousin once removed	Systems of `` degrees '' and `` removals '' are used in the English-speaking world to describe the exact relationship between two cousins ( in the broad sense ) and the ancestor they have in common .	0",,
"who starred in webster	The series was created by Stu Silver .	0",,
"when a cell divides	Three types of cell division	0",,
"when a cell divides	Cell division is the process by which a parent cell divides into two or more daughter cells .	0",,
"when a cell divides	Cell division usually occurs as part of a larger cell cycle .	0",,
"when a cell divides	Cell division has been modeled by finite subdivision rules .	0",,
"when a cell divides	The primary concern of cell division is the maintenance of the original cell 's genome .	0",,
"when a cell divides	A great deal of cellular infrastructure is involved in keeping genomic information consistent between `` generations '' .	0",,
"who sings backup on no one to blame howard jones	His music merged the technology intensive sound of New Wave with the cheery optimism of hippies and late 1960s pop .	0",,
"what year did phil mellor die at iom tt wiki	The International Isle of Man TT ( Tourist Trophy ) Race is a motorcycle racing event held on the Isle of Man and was for many years the most prestigious motorcycle race in the world .	0",,
"what year did phil mellor die at iom tt wiki	The event was part of the FIM Motorcycle Grand Prix World Championship during the period 1949‚Ä?976 before being transferred to the United Kingdom after safety concerns and run by the FIM as the British Grand Prix for the 1977 season .	0",,
"what year did phil mellor die at iom tt wiki	The Isle of Man TT Races became part of the TT Formula 1 Championship from 1977 to 1990 to preserve the event 's racing status .	0",,
"what year did phil mellor die at iom tt wiki	From 1989 the racing has been developed by the Isle of Man Department of Tourism as the Isle of Man TT Festival .	0",,
"what year did phil mellor die at iom tt wiki	The race is run in a time-trial format on public roads closed for racing by the provisions of an Act of Tynwald ( the parliament of the Isle of Man ) .	0",,
"what year did phil mellor die at iom tt wiki	The first race was held on Tuesday 28 May 1907 and was called the International Auto-Cycle Tourist Trophy .	0",,
"what year did phil mellor die at iom tt wiki	The winner of the twin-cylinder class was Rem Fowler riding a Peugeot engined Norton in a time of 4 hours 21 minutes and 52 seconds at an average race speed of 36.21 mph .	0",,
"what year did phil mellor die at iom tt wiki	It featured a stylised version of Olympic God Hermes by Giovanni Da Bologna as a silver figurine astride a winged wheel .	0",,
"what year did phil mellor die at iom tt wiki	The trophy was similar in design to the 18 carat gold Montague Trophy presented to John Napier ( Arrol-Johnston ) as the inaugural winner of the Isle of Man Tourist Trophy car race in 1905 now known as the RAC Tourist Trophy .	0",,
"what year did phil mellor die at iom tt wiki	The Marquis de Mouzilly St. Mars Trophy is now presented annually to the winner of the Isle of Man Senior TT Motor-Cycle Race .	0",,
"what year did phil mellor die at iom tt wiki	The 2007 Isle of Man TT was the Centenary event which ran between 26 May and 8 June 2007 and featured a special Re-enactment of the 1907 Isle of Man TT Race held on the village green next to Tynwald Hill in St John 's on Monday 28 May 2007 .	0",,
"what year did phil mellor die at iom tt wiki	The vintage parade of 100 classic motorcycles for the Centenary Re-enactment on the original St John 's Short Course was flagged away by former World Motor-Cycle Champion Geoff Duke .	0",,
"what year did phil mellor die at iom tt wiki	The first of the participants to be flagged away was the recently restored twin-cylinder Peugeot-Norton ridden by Rem Fowler during the first Isle of Man TT Race in 1907 .	0",,
"when did mass unemployment start ?	upright=1.15	0",,
"when did mass unemployment start ?	Unemployment ( or joblessness ) occurs when people are without work and actively seeking work .	0",,
"when did mass unemployment start ?	The unemployment rate is a measure of the prevalence of unemployment and it is calculated as a percentage by dividing the number of unemployed individuals by all individuals currently in the labor force .	0",,
"when did mass unemployment start ?	Keynesian economics emphasizes the cyclical nature of unemployment and recommends government interventions in the economy that it claims will reduce unemployment during recessions .	0",,
"when did mass unemployment start ?	This theory focuses on recurrent shocks that suddenly reduce aggregate demand for goods and services and thus reduce demand for workers .	0",,
"when did mass unemployment start ?	Structural arguments emphasize causes and solutions related to disruptive technologies and globalization .	0",,
"when did mass unemployment start ?	Discussions of frictional unemployment focus on voluntary decisions to work based on each individuals ' valuation of their own work and how that compares to current wage rates plus the time and effort required to find a job .	0",,
"when did mass unemployment start ?	Causes and solutions for frictional unemployment often address job entry threshold and wage rates .	0",,
"what society is collectivist	Collectivism is a basic cultural element that exists as the reverse of individualism in human nature ( in the same way high context culture exists as the reverse of low context culture ) .	0",,
"what society is collectivist	Some examples of collectivist cultures include India and Japan .	0",,
"what society is collectivist	Collectivism can be divided into horizontal collectivism and vertical collectivism .	0",,
"what is adem disease	Acute disseminated encephalomyelitis ( ADEM ) is an immune mediated disease of the brain .	1",,
"what is adem disease	The average time to recover is one to six months .	0",,
"where does acid from stomach originate ?	The stomach is located between the esophagus and the small intestine .	0",,
"where does acid from stomach originate ?	The words gastro- and gastric ( meaning related to the stomach ) are both derived from the Greek word gaster ( ) .	0",,
"what kind of wood was used for car trim ?	1940 Pontiac Special Series 25 Woodie	0",,
"what is a biwa pearl	A pearl is a hard object produced within the soft tissue ( specifically the mantle ) of a living shelled mollusc .	0",,
"what is a biwa pearl	These wild pearls are referred to as natural pearls .	0",,
"what is a biwa pearl	Cultured or farmed pearls from pearl oysters and freshwater mussels make up the majority of those that are currently sold .	0",,
"who created bing	Notable changes include the listing of search suggestions while queries are entered and a list of related searches ( called `` Explore pane '' ) based on semantic technology from Powerset which Microsoft purchased in 2008 .	0",,
"who created bing	All Yahoo ! Search global customers and partners are expected to have made the transition by early 2012 .	0",,
"who usually catches the football	A diagram showing an I Formation on offense and a 4-3 Formation on defense	0",,
"who usually catches the football	The specific role that a player takes on the field is called their position .	0",,
"what percentage of irish people get an education	There have been many notable Irish people throughout history .	0",,
"what percentage of irish people get an education	The scientist Robert Boyle is considered the `` father of chemistry `` .	0",,
"what percentage of irish people get an education	The largest number of descendants of Irish people live in the United States .	0",,
"what percentage of irish people get an education	Approximately forty percent of the settlement population of Iceland came from Ireland or Scotland .	0",,
"what percentage of irish people get an education	The very first inhabitants of Iceland were Irish .	0",,
"who made hubble telescope	The Hubble Space Telescope ( HST ) is a space telescope that was carried into orbit by a Space Shuttle in 1990 and remains in operation .	0",,
"who made hubble telescope	The telescope is named after the astronomer Edwin Hubble .	0",,
"who made hubble telescope	Hubble 's orbit outside the distortion of Earth 's atmosphere allows it to take extremely sharp images with almost no background light .	0",,
"who made hubble telescope	Space telescopes were proposed as early as 1923 .	0",,
"who made hubble telescope	The telescope was restored to its intended quality by a servicing mission in 1993 .	0",,
"who made hubble telescope	Hubble is the only telescope designed to be serviced in space by astronauts .	0",,
"who made hubble telescope	The telescope is now expected to function until at least 2013 .	0",,
"what are anti inflammatories	Anti-inflammatory refers to the property of a substance or treatment that reduces inflammation .	1",,
"when tonight show first started in 1962 everyone did this on camera	The Tonight Show is a US late-night talk show that has aired on NBC since 1954 .	0",,
"when tonight show first started in 1962 everyone did this on camera	It is the longest currently running regularly scheduled entertainment program in the US and the third longest-running show on NBC after Meet the Press and Today .	0",,
"when did andrea doria sink	SS Andrea Doria .	0",,
"when did andrea doria sink	The evacuated luxury liner capsized and sank the following morning .	0",,
"when did andrea doria sink	This accident remains the worst maritime disaster to occur in United States waters since the sinking of the in 1915 .	0",,
